date,open,high,low,close,volume
1992-06-26,0.2407,0.255,0.2349,0.2464,224358400.0
1992-06-29,0.2493,0.2693,0.2435,0.2636,58732800.0
1992-06-30,0.2693,0.2722,0.2521,0.255,34777600.0
1992-07-01,0.2579,0.2636,0.2493,0.2607,18316800.0
1992-07-02,0.2636,0.2636,0.255,0.2607,13996800.0
1992-07-06,0.2579,0.2607,0.255,0.2607,5753600.0
1992-07-07,0.2607,0.2607,0.255,0.2607,10662400.0
1992-07-08,0.2607,0.2607,0.2521,0.255,15500800.0
1992-07-09,0.2579,0.2636,0.255,0.2636,3923200.0
1992-07-10,0.2636,0.2693,0.2579,0.2665,11040000.0
1992-07-13,0.2665,0.2722,0.2636,0.2722,5996800.0
1992-07-14,0.2722,0.2808,0.2693,0.2722,17062400.0
1992-07-15,0.2751,0.2808,0.2722,0.2808,4992000.0
1992-07-16,0.2808,0.3037,0.2779,0.2994,17062400.0
1992-07-17,0.3008,0.3209,0.2923,0.3152,15667200.0
1992-07-20,0.3137,0.3209,0.3066,0.318,19744000.0
1992-07-21,0.3209,0.3266,0.3152,0.3209,7782400.0
1992-07-22,0.318,0.3209,0.3094,0.318,10892800.0
1992-07-23,0.318,0.3238,0.3123,0.3238,10387200.0
1992-07-24,0.318,0.3295,0.3152,0.3266,7052800.0
1992-07-27,0.3295,0.341,0.3266,0.3338,11430400.0
1992-07-28,0.3381,0.341,0.3152,0.3209,18009600.0
1992-07-29,0.3209,0.3209,0.298,0.3051,30848000.0
1992-07-30,0.3008,0.3066,0.2951,0.3037,11737600.0
1992-07-31,0.3037,0.3066,0.298,0.3051,6886400.0
1992-08-03,0.3008,0.3123,0.3008,0.308,4832000.0
1992-08-04,0.3094,0.3152,0.3023,0.3137,6822400.0
1992-08-05,0.3123,0.3123,0.2951,0.3008,9516800.0
1992-08-06,0.298,0.3008,0.2923,0.3008,3673600.0
1992-08-07,0.3008,0.3123,0.2923,0.3123,8825600.0
1992-08-10,0.3066,0.318,0.3037,0.3123,5888000.0
1992-08-11,0.318,0.318,0.3094,0.3152,4147200.0
1992-08-12,0.3094,0.3123,0.2951,0.3008,12736000.0
1992-08-13,0.3008,0.3051,0.2951,0.3008,48320000.0
1992-08-14,0.298,0.3037,0.2808,0.2837,17849600.0
1992-08-17,0.2865,0.2894,0.2808,0.2894,2681600.0
1992-08-18,0.2808,0.2865,0.2808,0.2865,2860800.0
1992-08-19,0.2808,0.2865,0.2808,0.2865,2380800.0
1992-08-20,0.2865,0.2937,0.2779,0.2837,2489600.0
1992-08-21,0.2837,0.2837,0.2779,0.2779,2048000.0
